v1,v2,v3,v4,v5,v6,label,timestamp
-10.02,-4.51,0.0,0.01,0.0,0.0,0,2022-01-01 05:31:00
-10.02,-4.51,0.0,0.01,0.0,0.0,0,2022-01-01 05:32:00
-10.19,-4.38,0.0,0.02,-0.01,0.0,0,2022-01-01 05:33:00
-10.19,-4.38,0.0,0.02,-0.01,0.0,0,2022-01-01 05:34:00
-10.15,-4.42,-0.21,0.02,-0.02,0.0,0,2022-01-01 05:35:00
-10.15,-4.42,-0.21,0.02,-0.02,0.0,0,2022-01-01 05:36:00
-10.02,-4.55,-0.21,0.0,0.0,0.0,0,2022-01-01 05:37:00
-10.02,-4.55,-0.21,0.0,0.0,0.0,0,2022-01-01 05:38:00
-10.02,-4.57,-0.02,0.0,0.03,0.0,0,2022-01-01 05:39:00
-10.02,-4.57,-0.02,0.0,0.03,0.0,0,2022-01-01 05:40:00
-10.09,-4.49,0.1,0.0,0.02,0.0,0,2022-01-01 05:41:00
-10.19,-4.5,0.03,0.01,0.0,0.0,0,2022-01-01 05:42:00
-10.19,-4.5,0.03,0.01,0.0,0.0,0,2022-01-01 05:43:00
-10.1,-4.55,-0.07,0.02,-0.01,0.0,0,2022-01-01 05:44:00
-10.1,-4.55,-0.07,0.02,-0.01,0.0,0,2022-01-01 05:45:00
-10.05,-4.54,-0.19,0.01,0.0,0.0,0,2022-01-01 05:46:00
-10.05,-4.54,-0.19,0.01,0.0,0.0,0,2022-01-01 05:47:00
-10.13,-4.48,0.0,0.0,0.02,0.0,0,2022-01-01 05:48:00
-10.13,-4.48,0.0,0.0,0.02,0.0,0,2022-01-01 05:49:00
-10.14,-4.42,-0.11,0.0,0.01,0.0,0,2022-01-01 05:50:00
-10.14,-4.42,-0.11,0.0,0.01,0.0,0,2022-01-01 05:51:00
-10.07,-4.47,-0.08,0.0,0.01,0.0,0,2022-01-01 05:52:00
-10.08,-4.51,0.03,0.0,0.01,0.0,0,2022-01-01 05:53:00
-10.08,-4.51,0.03,0.0,0.01,0.0,0,2022-01-01 05:54:00
-10.06,-4.47,-0.09,0.0,0.01,0.0,0,2022-01-01 05:55:00
-10.06,-4.47,-0.09,0.0,0.01,0.0,0,2022-01-01 05:56:00
-10.07,-4.51,-0.03,0.0,0.0,0.0,0,2022-01-01 05:57:00
-10.07,-4.51,-0.03,0.0,0.0,0.0,0,2022-01-01 05:58:00
-10.08,-4.47,-0.13,0.01,0.0,0.0,0,2022-01-01 05:59:00
-10.08,-4.47,-0.13,0.01,0.0,0.0,0,2022-01-01 06:00:00
-10.16,-4.5,-0.2,0.0,0.01,0.0,0,2022-01-01 06:01:00
-10.16,-4.5,-0.2,0.0,0.01,0.0,0,2022-01-01 06:02:00
-10.15,-4.48,0.02,0.0,0.03,0.0,0,2022-01-01 06:03:00
-10.11,-4.47,0.11,0.0,0.01,0.0,0,2022-01-01 06:04:00
-10.11,-4.47,0.11,0.0,0.01,0.0,0,2022-01-01 06:05:00
-10.01,-4.51,0.01,0.0,0.0,0.0,0,2022-01-01 06:06:00
-10.01,-4.51,0.01,0.0,0.0,0.0,0,2022-01-01 06:07:00
-10.13,-4.53,-0.2,0.01,0.0,0.01,0,2022-01-01 06:08:00
-10.13,-4.53,-0.2,0.01,0.0,0.01,0,2022-01-01 06:09:00
-10.11,-4.57,-0.22,0.0,0.0,0.0,0,2022-01-01 06:10:00
-10.11,-4.57,-0.22,0.0,0.0,0.0,0,2022-01-01 06:11:00
-10.11,-4.47,0.06,0.0,0.02,0.0,0,2022-01-01 06:12:00
-10.11,-4.47,0.06,0.0,0.02,0.0,0,2022-01-01 06:13:00
-10.02,-4.5,0.0,0.0,0.0,0.0,0,2022-01-01 06:14:00
-10.06,-4.4,0.0,0.01,0.0,0.0,0,2022-01-01 06:15:00
-10.06,-4.4,0.0,0.01,0.0,0.0,0,2022-01-01 06:16:00
-10.15,-4.44,-0.09,0.01,-0.01,0.0,0,2022-01-01 06:17:00
-10.15,-4.44,-0.09,0.01,-0.01,0.0,0,2022-01-01 06:18:00
-10.08,-4.55,-0.08,0.01,0.0,0.0,0,2022-01-01 06:19:00
-10.08,-4.55,-0.08,0.01,0.0,0.0,0,2022-01-01 06:20:00
-10.03,-4.62,-0.14,0.0,0.0,0.0,0,2022-01-01 06:21:00
-10.03,-4.62,-0.14,0.0,0.0,0.0,0,2022-01-01 06:22:00
-10.1,-4.51,0.08,0.0,0.01,0.0,0,2022-01-01 06:23:00
-10.1,-4.51,0.08,0.0,0.01,0.0,0,2022-01-01 06:24:00
-10.11,-4.44,0.01,0.01,0.0,0.0,0,2022-01-01 06:25:00
-10.11,-4.49,-0.12,0.01,0.0,0.0,0,2022-01-01 06:26:00
-10.11,-4.49,-0.12,0.01,0.0,0.0,0,2022-01-01 06:27:00
-10.11,-4.44,-0.09,0.0,0.01,0.0,0,2022-01-01 06:28:00
-10.11,-4.44,-0.09,0.0,0.01,0.0,0,2022-01-01 06:29:00
-10.13,-4.45,0.12,0.0,0.01,0.0,0,2022-01-01 06:30:00
-10.13,-4.45,0.12,0.0,0.01,0.0,0,2022-01-01 06:31:00
-10.02,-4.47,-0.06,0.01,0.0,0.0,0,2022-01-01 06:32:00
-10.02,-4.47,-0.06,0.01,0.0,0.0,0,2022-01-01 06:33:00
-10.02,-4.5,-0.2,0.02,0.0,0.0,0,2022-01-01 06:34:00
-10.02,-4.5,-0.2,0.02,0.0,0.0,0,2022-01-01 06:35:00
-10.09,-4.48,-0.11,0.0,0.01,0.0,0,2022-01-01 06:36:00
-10.14,-4.49,0.14,0.0,0.02,0.0,0,2022-01-01 06:37:00
-10.14,-4.49,0.14,0.0,0.02,0.0,0,2022-01-01 06:38:00
-10.16,-4.47,0.06,0.01,0.0,0.0,0,2022-01-01 06:39:00
-10.16,-4.47,0.06,0.01,0.0,0.0,0,2022-01-01 06:40:00
-10.1,-4.49,-0.12,0.02,0.0,0.0,0,2022-01-01 06:41:00
-10.1,-4.49,-0.12,0.02,0.0,0.0,0,2022-01-01 06:42:00
-10.1,-4.51,-0.15,0.02,0.0,0.0,0,2022-01-01 06:43:00
-10.1,-4.51,-0.15,0.02,0.0,0.0,0,2022-01-01 06:44:00
-10.11,-4.51,-0.06,0.01,0.0,0.0,0,2022-01-01 06:45:00
-10.11,-4.51,-0.06,0.01,0.0,0.0,0,2022-01-01 06:46:00
-10.07,-4.51,-0.17,0.01,0.01,0.0,0,2022-01-01 06:47:00
-10.08,-4.45,0.15,0.0,0.02,0.0,0,2022-01-01 06:48:00
-10.08,-4.45,0.15,0.0,0.02,0.0,0,2022-01-01 06:49:00
-10.14,-4.54,0.02,0.0,0.0,0.0,0,2022-01-01 06:50:00
-10.14,-4.54,0.02,0.0,0.0,0.0,0,2022-01-01 06:51:00
-10.05,-4.55,-0.23,0.01,0.0,0.0,0,2022-01-01 06:52:00
-10.05,-4.55,-0.23,0.01,0.0,0.0,0,2022-01-01 06:53:00
-10.02,-4.51,-0.21,0.0,0.0,0.0,0,2022-01-01 06:54:00
-10.02,-4.51,-0.21,0.0,0.0,0.0,0,2022-01-01 06:55:00
-10.03,-4.44,-0.07,0.0,0.02,-0.01,0,2022-01-01 06:56:00
-10.03,-4.44,-0.07,0.0,0.02,-0.01,0,2022-01-01 06:57:00
-10.13,-4.43,0.23,0.0,0.02,-0.01,0,2022-01-01 06:58:00
-10.11,-4.55,-0.22,0.0,0.01,0.0,0,2022-01-01 06:59:00
-10.08,-4.5,0.01,0.0,0.03,0.0,0,2022-01-01 07:00:00
-10.08,-4.5,0.01,0.0,0.03,0.0,0,2022-01-01 07:01:00
-10.11,-4.53,0.27,0.0,0.01,0.0,0,2022-01-01 07:02:00
-10.11,-4.53,0.27,0.0,0.01,0.0,0,2022-01-01 07:03:00
-10.09,-4.53,0.01,0.02,-0.01,0.0,0,2022-01-01 07:04:00
-10.09,-4.53,0.01,0.02,-0.01,0.0,0,2022-01-01 07:05:00
-10.1,-4.5,-0.25,0.02,-0.01,0.0,0,2022-01-01 07:06:00
-10.1,-4.5,-0.25,0.02,-0.01,0.0,0,2022-01-01 07:07:00
-10.08,-4.51,-0.08,0.0,0.01,0.0,0,2022-01-01 07:08:00
-10.08,-4.51,-0.08,0.0,0.01,0.0,0,2022-01-01 07:09:00
-10.09,-4.5,0.03,0.0,0.02,0.0,0,2022-01-01 07:10:00
-10.08,-4.41,0.1,0.0,0.01,0.0,0,2022-01-01 07:11:00
-10.08,-4.41,0.1,0.0,0.01,0.0,0,2022-01-01 07:12:00
-10.05,-4.49,-0.04,0.01,0.0,0.0,0,2022-01-01 07:13:00
-10.05,-4.49,-0.04,0.01,0.0,0.0,0,2022-01-01 07:14:00
-10.07,-4.53,-0.05,0.01,0.0,0.0,0,2022-01-01 07:15:00
-10.07,-4.53,-0.05,0.01,0.0,0.0,0,2022-01-01 07:16:00
-10.1,-4.53,0.02,0.0,0.02,0.0,0,2022-01-01 07:17:00
-10.1,-4.48,0.08,0.0,0.01,0.0,0,2022-01-01 07:18:00
-10.1,-4.48,0.08,0.0,0.01,0.0,0,2022-01-01 07:19:00
-9.99,-4.51,-0.1,0.0,0.0,0.0,0,2022-01-01 07:20:00
-9.99,-4.51,-0.1,0.0,0.0,0.0,0,2022-01-01 07:21:00
-10.15,-4.48,0.0,0.0,0.0,0.0,0,2022-01-01 07:22:00
-10.15,-4.48,0.0,0.0,0.0,0.0,0,2022-01-01 07:23:00
-10.1,-4.51,-0.11,0.0,0.0,0.0,0,2022-01-01 07:24:00
-10.1,-4.51,-0.11,0.0,0.0,0.0,0,2022-01-01 07:25:00
-10.06,-4.55,-0.09,0.0,0.0,0.0,0,2022-01-01 07:26:00
-10.06,-4.55,-0.09,0.0,0.0,0.0,0,2022-01-01 07:27:00
-9.97,-4.55,-0.05,0.0,0.01,0.0,0,2022-01-01 07:28:00
-10.13,-4.43,0.02,0.0,0.01,0.0,0,2022-01-01 07:29:00
-10.13,-4.43,0.02,0.0,0.01,0.0,0,2022-01-01 07:30:00
-10.1,-4.47,-0.05,0.0,0.0,0.0,0,2022-01-01 07:31:00
-10.1,-4.47,-0.05,0.0,0.0,0.0,0,2022-01-01 07:32:00
-10.06,-4.58,-0.13,0.0,0.01,0.0,0,2022-01-01 07:33:00
-10.06,-4.58,-0.13,0.0,0.01,0.0,0,2022-01-01 07:34:00
-10.02,-4.65,0.13,0.0,0.02,0.0,0,2022-01-01 07:35:00
-10.18,-4.46,-0.09,0.0,0.0,0.0,0,2022-01-01 07:36:00
-10.1,-4.49,-0.01,0.0,0.01,0.0,0,2022-01-01 07:37:00
-10.1,-4.49,-0.01,0.0,0.01,0.0,0,2022-01-01 07:38:00
-10.06,-4.55,0.18,0.01,0.0,0.01,0,2022-01-01 07:39:00
-10.06,-4.55,0.18,0.01,0.0,0.01,0,2022-01-01 07:40:00
-10.06,-4.48,-0.05,0.02,-0.02,0.01,0,2022-01-01 07:41:00
-10.06,-4.48,-0.05,0.02,-0.02,0.01,0,2022-01-01 07:42:00
-10.1,-4.51,0.25,-0.01,0.04,0.0,0,2022-01-01 07:43:00
-10.11,-4.43,0.15,0.0,0.0,0.0,0,2022-01-01 07:44:00
-10.11,-4.43,0.15,0.0,0.0,0.0,0,2022-01-01 07:45:00
-10.05,-4.44,-0.13,0.02,-0.02,0.0,0,2022-01-01 07:46:00
-10.05,-4.44,-0.13,0.02,-0.02,0.0,0,2022-01-01 07:47:00
-10.07,-4.51,-0.25,0.02,0.0,0.0,0,2022-01-01 07:48:00
-10.07,-4.51,-0.25,0.02,0.0,0.0,0,2022-01-01 07:49:00
-10.14,-4.53,0.04,0.0,0.02,0.0,0,2022-01-01 07:50:00
-10.14,-4.53,0.04,0.0,0.02,0.0,0,2022-01-01 07:51:00
-10.14,-4.46,0.17,0.0,0.01,0.0,0,2022-01-01 07:52:00
-10.14,-4.46,0.17,0.0,0.01,0.0,0,2022-01-01 07:53:00
-10.03,-4.59,-0.17,0.01,0.0,0.0,0,2022-01-01 07:54:00
-10.07,-4.45,-0.02,0.01,0.0,0.0,0,2022-01-01 07:55:00
-10.07,-4.45,-0.02,0.01,0.0,0.0,0,2022-01-01 07:56:00
-10.15,-4.57,-0.21,0.01,0.0,0.0,0,2022-01-01 07:57:00
-10.15,-4.57,-0.21,0.01,0.0,0.0,0,2022-01-01 07:58:00
-10.09,-4.57,0.04,0.0,0.02,0.0,0,2022-01-01 07:59:00
-10.09,-4.57,0.04,0.0,0.02,0.0,0,2022-01-01 08:00:00
-10.07,-4.59,0.12,0.0,0.01,0.0,0,2022-01-01 08:01:00
-10.07,-4.59,0.12,0.0,0.01,0.0,0,2022-01-01 08:02:00
-10.02,-4.48,0.01,0.01,-0.01,0.0,0,2022-01-01 08:03:00
-10.02,-4.48,0.01,0.01,-0.01,0.0,0,2022-01-01 08:04:00
-10.16,-4.43,-0.23,0.01,-0.01,0.0,0,2022-01-01 08:05:00
-10.13,-4.47,-0.11,0.0,0.0,0.0,0,2022-01-01 08:06:00
-10.13,-4.47,-0.11,0.0,0.0,0.0,0,2022-01-01 08:07:00
-10.03,-4.59,-0.04,0.0,0.01,0.0,0,2022-01-01 08:08:00
-10.03,-4.59,-0.04,0.0,0.01,0.0,0,2022-01-01 08:09:00
-10.05,-4.53,0.06,-0.01,0.01,0.01,0,2022-01-01 08:10:00
-10.05,-4.53,0.06,-0.01,0.01,0.01,0,2022-01-01 08:11:00
-10.15,-4.42,0.07,0.0,0.0,0.01,0,2022-01-01 08:12:00
-10.15,-4.42,0.07,0.0,0.0,0.01,0,2022-01-01 08:13:00
-10.11,-4.5,-0.05,0.0,0.0,0.0,0,2022-01-01 08:14:00
-10.11,-4.5,-0.05,0.0,0.0,0.0,0,2022-01-01 08:15:00
-10.05,-4.53,-0.11,0.0,0.0,0.0,0,2022-01-01 08:16:00
-10.05,-4.53,-0.11,0.0,0.0,0.0,0,2022-01-01 08:17:00
-10.02,-4.53,0.04,0.0,0.01,0.0,0,2022-01-01 08:18:00
-10.02,-4.53,0.04,0.0,0.01,0.0,0,2022-01-01 08:19:00
-10.11,-4.47,0.13,0.0,0.0,0.01,0,2022-01-01 08:20:00
-10.11,-4.47,0.13,0.0,0.0,0.01,0,2022-01-01 08:21:00
-10.14,-4.46,-0.11,0.01,0.0,0.0,0,2022-01-01 08:22:00
-10.05,-4.51,-0.25,0.0,0.01,0.0,0,2022-01-01 08:23:00
-10.05,-4.51,-0.25,0.0,0.01,0.0,0,2022-01-01 08:24:00
-10.09,-4.53,0.17,0.0,0.04,0.0,0,2022-01-01 08:25:00
-10.09,-4.53,0.17,0.0,0.04,0.0,0,2022-01-01 08:26:00
-10.09,-4.46,0.22,0.0,0.01,0.0,0,2022-01-01 08:27:00
-10.09,-4.46,0.22,0.0,0.01,0.0,0,2022-01-01 08:28:00
-10.11,-4.43,-0.17,0.03,-0.02,0.0,0,2022-01-01 08:29:00
-10.11,-4.43,-0.17,0.03,-0.02,0.0,0,2022-01-01 08:30:00
-10.1,-4.47,-0.41,0.02,0.0,0.0,0,2022-01-01 08:31:00
-10.06,-4.5,0.02,0.0,0.03,0.0,0,2022-01-01 08:32:00
-10.15,-4.46,0.26,0.0,0.03,0.0,0,2022-01-01 08:33:00
-10.15,-4.46,0.26,0.0,0.03,0.0,0,2022-01-01 08:34:00
-10.02,-4.49,-0.16,0.01,0.0,0.0,0,2022-01-01 08:35:00
-10.11,-4.41,-0.16,0.01,0.0,0.0,0,2022-01-01 08:36:00
-10.08,-4.66,-0.12,0.0,0.02,0.0,0,2022-01-01 08:37:00
-10.08,-4.66,-0.12,0.0,0.02,0.0,0,2022-01-01 08:38:00
-10.03,-4.59,0.3,0.0,0.02,0.0,0,2022-01-01 08:39:00
-10.03,-4.59,0.3,0.0,0.02,0.0,0,2022-01-01 08:40:00
-10.11,-4.5,-0.01,0.02,-0.02,0.0,0,2022-01-01 08:41:00
-10.11,-4.5,-0.01,0.02,-0.02,0.0,0,2022-01-01 08:42:00
-10.19,-4.37,-0.32,0.03,-0.03,0.0,0,2022-01-01 08:43:00
-10.19,-4.37,-0.32,0.03,-0.03,0.0,0,2022-01-01 08:44:00
-10.17,-4.5,-0.1,0.0,0.0,0.0,0,2022-01-01 08:45:00
-10.17,-4.5,-0.1,0.0,0.0,0.0,0,2022-01-01 08:46:00
-10.01,-4.65,0.12,0.0,0.01,0.0,0,2022-01-01 08:47:00
-10.02,-4.53,-0.01,0.0,0.0,0.01,0,2022-01-01 08:48:00
-10.02,-4.53,-0.01,0.0,0.0,0.01,0,2022-01-01 08:49:00
-10.13,-4.46,0.01,0.01,0.0,0.01,0,2022-01-01 08:50:00
-10.13,-4.46,0.01,0.01,0.0,0.01,0,2022-01-01 08:51:00
-10.11,-4.43,-0.1,0.01,0.0,0.01,0,2022-01-01 08:52:00
-10.11,-4.43,-0.1,0.01,0.0,0.01,0,2022-01-01 08:53:00
-10.02,-4.55,0.05,0.0,0.0,0.0,0,2022-01-01 08:54:00
-10.02,-4.55,0.05,0.0,0.0,0.0,0,2022-01-01 08:55:00
-10.03,-4.46,0.11,0.0,0.0,0.0,0,2022-01-01 08:56:00
-10.03,-4.46,0.11,0.0,0.0,0.0,0,2022-01-01 08:57:00
-10.21,-4.36,-0.06,0.01,0.0,0.0,0,2022-01-01 08:58:00
-10.09,-4.38,-0.38,0.01,0.01,0.0,0,2022-01-01 08:59:00
-10.09,-4.38,-0.38,0.01,0.01,0.0,0,2022-01-01 09:00:00
-10.05,-4.58,0.06,-0.01,0.05,0.0,0,2022-01-01 09:01:00
-10.05,-4.58,0.06,-0.01,0.05,0.0,0,2022-01-01 09:02:00
-10.05,-4.53,0.45,0.0,0.04,0.0,0,2022-01-01 09:03:00
-10.05,-4.53,0.45,0.0,0.04,0.0,0,2022-01-01 09:04:00
-10.14,-4.45,0.02,0.02,-0.02,0.0,0,2022-01-01 09:05:00
-10.14,-4.45,0.02,0.02,-0.02,0.0,0,2022-01-01 09:06:00
-10.16,-4.4,-0.41,0.03,-0.02,0.0,0,2022-01-01 09:07:00
-10.16,-4.4,-0.41,0.03,-0.02,0.0,0,2022-01-01 09:08:00
-10.03,-4.51,-0.21,0.0,0.03,0.0,0,2022-01-01 09:09:00
-10.11,-4.51,0.28,0.0,0.05,0.0,0,2022-01-01 09:10:00
-10.11,-4.51,0.28,0.0,0.05,0.0,0,2022-01-01 09:11:00
-10.06,-4.42,0.09,0.01,0.0,0.0,0,2022-01-01 09:12:00
-10.06,-4.42,0.09,0.01,0.0,0.0,0,2022-01-01 09:13:00
-10.11,-4.43,-0.24,0.02,-0.01,0.0,0,2022-01-01 09:14:00
-10.11,-4.43,-0.24,0.02,-0.01,0.0,0,2022-01-01 09:15:00
-10.1,-4.58,-0.25,0.0,0.01,0.0,0,2022-01-01 09:16:00
-10.1,-4.58,-0.25,0.0,0.01,0.0,0,2022-01-01 09:17:00
-10.08,-4.53,0.28,0.0,0.03,0.0,0,2022-01-01 09:18:00
-10.08,-4.53,0.28,0.0,0.03,0.0,0,2022-01-01 09:19:00
-10.16,-4.55,0.07,0.01,0.0,0.0,0,2022-01-01 09:20:00
-10.07,-4.53,-0.15,0.01,-0.01,0.0,0,2022-01-01 09:21:00
-10.07,-4.53,-0.15,0.01,-0.01,0.0,0,2022-01-01 09:22:00
-10.09,-4.48,-0.13,0.01,0.0,0.0,0,2022-01-01 09:23:00
-10.09,-4.48,-0.13,0.01,0.0,0.0,0,2022-01-01 09:24:00
-10.08,-4.49,0.13,0.0,0.0,0.0,0,2022-01-01 09:25:00
-10.08,-4.49,0.13,0.0,0.0,0.0,0,2022-01-01 09:26:00
-10.11,-4.37,0.04,0.01,-0.01,0.0,0,2022-01-01 09:27:00
-10.11,-4.37,0.04,0.01,-0.01,0.0,0,2022-01-01 09:28:00
-10.11,-4.45,-0.18,0.02,-0.01,0.0,0,2022-01-01 09:29:00
-10.11,-4.45,-0.18,0.02,-0.01,0.0,0,2022-01-01 09:30:00
-10.1,-4.51,-0.15,0.01,0.01,0.0,0,2022-01-01 09:31:00
-10.08,-4.54,0.03,0.0,0.04,0.0,0,2022-01-01 09:32:00
-10.08,-4.54,0.03,0.0,0.04,0.0,0,2022-01-01 09:33:00
-10.08,-4.48,0.3,0.0,0.03,0.0,0,2022-01-01 09:34:00
-10.08,-4.48,0.3,0.0,0.03,0.0,0,2022-01-01 09:35:00
-10.13,-4.44,0.06,0.02,-0.01,0.0,0,2022-01-01 09:36:00
-10.13,-4.44,0.06,0.02,-0.01,0.0,0,2022-01-01 09:37:00
-10.07,-4.48,-0.27,0.03,-0.02,0.0,0,2022-01-01 09:38:00
-10.07,-4.48,-0.27,0.03,-0.02,0.0,0,2022-01-01 09:39:00
-10.15,-4.55,-0.13,0.01,0.01,0.0,0,2022-01-01 09:40:00
-10.15,-4.55,-0.13,0.01,0.01,0.0,0,2022-01-01 09:41:00
-10.1,-4.48,0.11,0.0,0.03,0.0,0,2022-01-01 09:42:00
-10.03,-4.46,-0.01,0.0,0.02,0.0,0,2022-01-01 09:43:00
-10.03,-4.46,-0.01,0.0,0.02,0.0,0,2022-01-01 09:44:00
-10.09,-4.45,0.06,0.0,0.0,0.0,0,2022-01-01 09:45:00
-10.09,-4.45,0.06,0.0,0.0,0.0,0,2022-01-01 09:46:00
-10.13,-4.44,-0.14,0.0,0.0,0.0,0,2022-01-01 09:47:00
-10.13,-4.44,-0.14,0.0,0.0,0.0,0,2022-01-01 09:48:00
-10.14,-4.55,0.07,0.0,0.0,0.0,0,2022-01-01 09:49:00
-10.14,-4.55,0.07,0.0,0.0,0.0,0,2022-01-01 09:50:00
-10.14,-4.62,0.08,0.01,-0.01,0.0,0,2022-01-01 09:51:00
-10.14,-4.62,0.08,0.01,-0.01,0.0,0,2022-01-01 09:52:00
-10.14,-4.46,-0.02,0.02,-0.02,0.0,0,2022-01-01 09:53:00
-9.67,-4.34,-0.39,0.01,0.0,0.0,0,2022-01-01 09:54:00
-9.67,-4.34,-0.39,0.01,0.0,0.0,0,2022-01-01 09:55:00
-10.11,-4.59,-0.2,0.0,0.01,0.0,0,2022-01-01 09:56:00
-10.11,-4.59,-0.2,0.0,0.01,0.0,0,2022-01-01 09:57:00
-10.02,-4.43,0.13,0.0,0.01,0.0,0,2022-01-01 09:58:00
-10.02,-4.43,0.13,0.0,0.01,0.0,0,2022-01-01 09:59:00
-10.14,-4.42,-0.15,0.0,0.0,0.0,0,2022-01-01 10:00:00
-10.14,-4.42,-0.15,0.0,0.0,0.0,0,2022-01-01 10:01:00
-10.02,-4.45,-0.04,0.0,0.01,0.0,0,2022-01-01 10:02:00
-10.02,-4.45,-0.04,0.0,0.01,0.0,0,2022-01-01 10:03:00
-10.06,-4.69,0.2,0.0,0.03,0.0,0,2022-01-01 10:04:00
-10.16,-4.54,0.04,0.0,0.01,0.0,0,2022-01-01 10:05:00
-10.16,-4.54,0.04,0.0,0.01,0.0,0,2022-01-01 10:06:00
-10.23,-4.48,-0.17,0.02,0.0,0.0,0,2022-01-01 10:07:00
-10.23,-4.48,-0.17,0.02,0.0,0.0,0,2022-01-01 10:08:00
-10.11,-4.5,0.06,0.01,0.01,0.0,0,2022-01-01 10:09:00
-10.11,-4.5,0.06,0.01,0.01,0.0,0,2022-01-01 10:10:00
-10.02,-4.49,0.18,0.01,0.0,0.0,0,2022-01-01 10:11:00
-10.02,-4.49,0.18,0.01,0.0,0.0,0,2022-01-01 10:12:00
-10.05,-4.47,-0.19,0.03,-0.01,0.0,0,2022-01-01 10:13:00
-10.05,-4.47,-0.19,0.03,-0.01,0.0,0,2022-01-01 10:14:00
-10.14,-4.42,-0.3,0.02,0.01,0.0,0,2022-01-01 10:15:00
-10.11,-4.53,0.24,0.0,0.04,0.0,0,2022-01-01 10:16:00
-10.11,-4.53,0.24,0.0,0.04,0.0,0,2022-01-01 10:17:00
-10.09,-4.59,0.26,0.0,0.0,0.0,0,2022-01-01 10:18:00
-10.09,-4.59,0.26,0.0,0.0,0.0,0,2022-01-01 10:19:00
-10.1,-4.53,-0.13,0.02,-0.02,0.0,0,2022-01-01 10:20:00
-10.1,-4.53,-0.13,0.02,-0.02,0.0,0,2022-01-01 10:21:00
-10.13,-4.45,-0.32,0.02,0.0,0.0,0,2022-01-01 10:22:00
-10.13,-4.45,-0.32,0.02,0.0,0.0,0,2022-01-01 10:23:00
-10.14,-4.4,0.11,0.0,0.03,0.0,0,2022-01-01 10:24:00
-10.14,-4.4,0.11,0.0,0.03,0.0,0,2022-01-01 10:25:00
-10.07,-4.53,0.28,0.0,0.01,0.0,0,2022-01-01 10:26:00
-10.05,-4.53,0.05,0.01,-0.02,0.0,0,2022-01-01 10:27:00
-10.05,-4.53,0.05,0.01,-0.02,0.0,0,2022-01-01 10:28:00
-10.1,-4.47,-0.23,0.02,-0.03,0.0,0,2022-01-01 10:29:00
-10.16,-4.4,-0.39,0.01,0.0,0.0,0,2022-01-01 10:30:00
-10.14,-4.46,0.24,0.0,0.04,0.0,0,2022-01-01 10:31:00
-10.14,-4.46,0.24,0.0,0.04,0.0,0,2022-01-01 10:32:00
-10.02,-4.49,0.17,0.0,0.02,0.0,0,2022-01-01 10:33:00
-10.08,-4.47,0.01,0.01,0.0,0.0,0,2022-01-01 10:34:00
-10.15,-4.48,-0.06,0.01,0.0,0.0,0,2022-01-01 10:35:00
-10.15,-4.48,-0.06,0.01,0.0,0.0,0,2022-01-01 10:36:00
-10.1,-4.55,0.05,0.0,0.01,0.0,0,2022-01-01 10:37:00
-10.1,-4.55,0.05,0.0,0.01,0.0,0,2022-01-01 10:38:00
-10.07,-4.49,0.04,0.0,0.01,0.0,0,2022-01-01 10:39:00
-10.07,-4.49,0.04,0.0,0.01,0.0,0,2022-01-01 10:40:00
-9.98,-4.51,-0.08,0.01,0.0,0.0,0,2022-01-01 10:41:00
-9.98,-4.51,-0.08,0.01,0.0,0.0,0,2022-01-01 10:42:00
-10.26,-4.38,0.0,0.0,0.01,0.01,0,2022-01-01 10:43:00
-10.26,-4.38,0.0,0.0,0.01,0.01,0,2022-01-01 10:44:00
-10.22,-4.55,-0.09,0.0,0.02,0.01,0,2022-01-01 10:45:00
-10.08,-4.58,-0.06,-0.01,0.03,0.0,0,2022-01-01 10:46:00
-10.08,-4.58,-0.06,-0.01,0.03,0.0,0,2022-01-01 10:47:00
-9.92,-4.51,0.19,-0.01,0.03,0.0,0,2022-01-01 10:48:00
-9.92,-4.51,0.19,-0.01,0.03,0.0,0,2022-01-01 10:49:00
-10.01,-4.41,0.07,0.0,0.0,0.0,0,2022-01-01 10:50:00
-10.01,-4.41,0.07,0.0,0.0,0.0,0,2022-01-01 10:51:00
-10.08,-4.46,-0.25,0.0,0.0,0.0,0,2022-01-01 10:52:00
-10.08,-4.46,-0.25,0.0,0.0,0.0,0,2022-01-01 10:53:00
-10.11,-4.53,-0.07,0.0,0.02,0.0,0,2022-01-01 10:54:00
-10.11,-4.53,-0.07,0.0,0.02,0.0,0,2022-01-01 10:55:00
-10.03,-4.58,0.04,0.0,0.03,-0.01,0,2022-01-01 10:56:00
-10.11,-4.54,0.24,0.0,0.02,0.0,0,2022-01-01 10:57:00
-10.11,-4.54,0.24,0.0,0.02,0.0,0,2022-01-01 10:58:00
-10.17,-4.48,-0.04,0.01,0.0,0.0,0,2022-01-01 10:59:00
-10.17,-4.48,-0.04,0.01,0.0,0.0,0,2022-01-01 11:00:00
-10.19,-4.48,-0.21,0.0,0.0,0.0,0,2022-01-01 11:01:00
-10.19,-4.48,-0.21,0.0,0.0,0.0,0,2022-01-01 11:02:00
-10.13,-4.51,-0.08,0.0,0.02,0.0,0,2022-01-01 11:03:00
-10.13,-4.51,-0.08,0.0,0.02,0.0,0,2022-01-01 11:04:00
